dataset,model,winter_season,train_start,train_end,val_start,val_end,train_days,test_days,rmse_train,rmse_val,rmse_average,train_day_count,test_day_count,R1,C1,g
EOH0003_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-03 00:00:00,2022-01-30 23:30:00,2021-12-14 00:00:00,2022-02-08 23:30:00,"2021-12-03,2021-12-07,2021-12-18,2021-12-20,2022-01-16,2022-01-19,2022-01-26,2022-01-27,2022-01-28,2022-01-30","2021-12-14,2021-12-17,2021-12-24,2022-01-09,2022-02-08",0.5045707429333658,0.5095748626637281,0.5070728027985469,10,5,0.0075481727942352,40919537.22155187,13.439899501960063
EOH0014_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-23 00:00:00,2022-02-19 23:30:00,2021-12-25 00:00:00,2022-02-28 23:30:00,"2021-12-23,2021-12-24,2021-12-29,2022-01-01,2022-01-18,2022-01-21,2022-01-24,2022-02-09,2022-02-12,2022-02-19","2021-12-25,2022-01-17,2022-01-20,2022-02-07,2022-02-28",0.7093579043939614,0.9358076731021958,0.8225827887480786,10,5,0.0064394423116764,18186501.93069228,0.249881312705493
EOH0018_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-04 00:00:00,2022-02-17 23:30:00,2021-12-07 00:00:00,2022-02-06 23:30:00,"2021-12-04,2021-12-05,2021-12-10,2021-12-26,2021-12-29,2022-01-15,2022-01-23,2022-01-31,2022-02-01,2022-02-17","2021-12-07,2021-12-21,2022-01-16,2022-01-27,2022-02-06",0.7029853241550553,0.8937212776258503,0.7983533008904529,10,5,0.0052119465925656,22677365.053361323,2.2881064157932443
EOH0021_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-02 00:00:00,2022-02-22 23:30:00,2021-12-20 00:00:00,2022-02-18 23:30:00,"2021-12-02,2021-12-08,2021-12-13,2022-01-06,2022-01-10,2022-01-12,2022-02-06,2022-02-09,2022-02-14,2022-02-22","2021-12-20,2021-12-26,2022-01-25,2022-02-15,2022-02-18",0.3610063671824254,0.4918442468700085,0.4264253070262169,10,5,0.0042683053906745,91300424.44482107,1.0000955961084074e-06
EOH0025_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-16 00:00:00,2022-02-27 23:30:00,2022-01-12 00:00:00,2022-02-15 23:30:00,"2021-12-16,2021-12-26,2022-01-15,2022-01-17,2022-01-23,2022-01-24,2022-01-31,2022-02-11,2022-02-12,2022-02-27","2022-01-12,2022-01-22,2022-02-01,2022-02-07,2022-02-15",0.3457457576566134,0.2954741040386942,0.3206099308476537,10,5,0.0170657734162636,34220796.79393737,1.0006152239505531e-06
EOH0026_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-13 00:00:00,2022-02-24 23:30:00,2021-12-20 00:00:00,2022-02-26 23:30:00,"2021-12-13,2021-12-18,2021-12-21,2021-12-24,2021-12-30,2022-01-22,2022-02-05,2022-02-18,2022-02-23,2022-02-24","2021-12-20,2021-12-22,2021-12-23,2022-01-12,2022-02-26",0.4009088379748266,0.3222057712095647,0.3615573045921956,10,5,0.005071009913081,47646063.00480843,1.0021775626582872e-06
EOH0027_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-02 00:00:00,2022-02-27 23:30:00,2021-12-13 00:00:00,2022-02-22 23:30:00,"2021-12-02,2021-12-19,2021-12-20,2021-12-25,2021-12-31,2022-01-20,2022-02-05,2022-02-13,2022-02-23,2022-02-27","2021-12-13,2022-01-03,2022-02-12,2022-02-20,2022-02-22",0.6221747621853557,0.79327705355182,0.7077259078685878,10,5,0.0060103734684145,41120466.0694096,1.000011903023971e-06
EOH0031_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-07 00:00:00,2022-02-28 23:30:00,2021-12-04 00:00:00,2022-02-06 23:30:00,"2021-12-07,2021-12-11,2021-12-22,2022-01-05,2022-01-18,2022-01-23,2022-02-14,2022-02-15,2022-02-26,2022-02-28","2021-12-04,2021-12-15,2021-12-23,2022-02-01,2022-02-06",0.1617693542433099,0.208386868615362,0.1850781114293359,10,5,0.004958209368028,148959168.64413187,0.5205477658157518
EOH0033_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-02 00:00:00,2022-02-26 23:30:00,2021-12-06 00:00:00,2022-02-14 23:30:00,"2021-12-02,2021-12-10,2021-12-14,2021-12-23,2021-12-29,2021-12-30,2022-02-06,2022-02-08,2022-02-19,2022-02-26","2021-12-06,2021-12-11,2022-01-12,2022-02-07,2022-02-14",0.8061761883765641,0.9729326952954652,0.8895544418360146,10,5,0.003825953570726,32421906.394511152,11.223350691121654
EOH0038_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-07 00:00:00,2022-02-22 23:30:00,2021-12-17 00:00:00,2022-02-24 23:30:00,"2021-12-07,2021-12-09,2021-12-12,2021-12-22,2021-12-30,2022-01-27,2022-01-30,2022-02-02,2022-02-03,2022-02-22","2021-12-17,2021-12-28,2021-12-31,2022-02-19,2022-02-24",0.4300970420093841,0.5952696796803797,0.512683360844882,10,5,0.0059343200145918,238594435.08726072,11.944598680748246
EOH0043_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-03 00:00:00,2022-02-26 23:30:00,2021-12-05 00:00:00,2022-02-18 23:30:00,"2021-12-03,2022-01-03,2022-01-11,2022-01-14,2022-01-15,2022-01-28,2022-01-31,2022-02-13,2022-02-16,2022-02-26","2021-12-05,2022-01-05,2022-01-16,2022-01-20,2022-02-18",0.6482293896331006,0.7555282128553671,0.7018788012442339,10,5,0.0044799323553269,32975228.13416697,1.000742514932405e-06
EOH0047_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-07 00:00:00,2022-02-19 23:30:00,2021-12-13 00:00:00,2022-02-13 23:30:00,"2021-12-07,2021-12-20,2021-12-23,2021-12-25,2021-12-26,2022-01-20,2022-01-21,2022-02-02,2022-02-03,2022-02-19","2021-12-13,2021-12-16,2022-01-23,2022-02-05,2022-02-13",0.3585728597271166,0.6191950596221598,0.4888839596746382,10,5,0.0032829212592816,68140307.7053986,7.556107679045704
EOH0048_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-04 00:00:00,2022-02-27 23:30:00,2021-12-02 00:00:00,2022-01-24 23:30:00,"2021-12-04,2021-12-10,2021-12-12,2021-12-17,2021-12-24,2022-01-02,2022-01-08,2022-01-25,2022-02-24,2022-02-27","2021-12-02,2021-12-11,2021-12-28,2022-01-04,2022-01-24",0.4977622335086076,0.5606834793825799,0.5292228564455937,10,5,0.0058442802526198,38649540.01070935,6.220221708964809
EOH0063_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-17 00:00:00,2022-02-20 23:30:00,2021-12-07 00:00:00,2022-02-22 23:30:00,"2021-12-17,2021-12-22,2021-12-23,2021-12-24,2022-01-06,2022-01-09,2022-01-14,2022-01-19,2022-01-23,2022-02-20","2021-12-07,2021-12-11,2022-01-28,2022-02-06,2022-02-22",0.6191971800020801,0.6935985482904815,0.6563978641462809,10,5,0.0097699708942495,33475641.67061139,1.0041739498291418e-06
EOH0065_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-11 00:00:00,2022-02-17 23:30:00,2022-01-12 00:00:00,2022-02-27 23:30:00,"2021-12-11,2021-12-31,2022-01-14,2022-01-21,2022-01-24,2022-01-27,2022-01-31,2022-02-07,2022-02-10,2022-02-17","2022-01-12,2022-01-22,2022-01-26,2022-02-13,2022-02-27",0.7498074607131936,0.8368368000147286,0.793322130363961,10,5,0.0079883755677829,37025688.30917975,1.001100273409355e-06
EOH0066_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-16 00:00:00,2022-02-25 23:30:00,2021-12-03 00:00:00,2022-02-08 23:30:00,"2021-12-16,2021-12-20,2021-12-29,2022-01-08,2022-01-19,2022-01-26,2022-02-03,2022-02-07,2022-02-23,2022-02-25","2021-12-03,2021-12-14,2022-01-13,2022-01-14,2022-02-08",0.3457414206417329,0.3921077818424085,0.3689246012420707,10,5,0.0058353980123242,54005412.040207945,5.301471678317495
EOH0067_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-15 00:00:00,2022-02-28 23:30:00,2021-12-05 00:00:00,2022-02-20 23:30:00,"2021-12-15,2021-12-28,2022-01-02,2022-01-13,2022-01-17,2022-01-25,2022-02-07,2022-02-09,2022-02-26,2022-02-28","2021-12-05,2021-12-18,2021-12-23,2022-01-10,2022-02-20",0.6557795555140297,0.7533035837082146,0.7045415696111221,10,5,0.0101039145446718,21538954.213134307,1.0000555502838396e-06
EOH0069_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-05 00:00:00,2022-02-25 23:30:00,2021-12-13 00:00:00,2022-02-27 23:30:00,"2021-12-05,2022-01-06,2022-01-25,2022-01-29,2022-02-05,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-25","2021-12-13,2021-12-28,2022-01-18,2022-02-04,2022-02-27",0.4916788934681817,0.3552231713981416,0.4234510324331617,10,5,0.004919876763262,100691010.893368,1.1989577171652064
EOH0073_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-10 00:00:00,2022-02-28 23:30:00,2021-12-01 00:00:00,2022-01-30 23:30:00,"2021-12-10,2021-12-22,2022-01-01,2022-01-10,2022-01-13,2022-01-20,2022-01-24,2022-01-28,2022-01-31,2022-02-28","2021-12-01,2021-12-07,2021-12-29,2022-01-26,2022-01-30",0.440987028723673,0.4039341191781427,0.4224605739509079,10,5,0.0043124210396602,42654702.60589152,5.4860240113550285
EOH0075_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-24 23:30:00,2021-12-27 00:00:00,2022-01-29 23:30:00,"2021-12-01,2021-12-05,2021-12-06,2021-12-15,2022-01-03,2022-01-09,2022-01-11,2022-02-08,2022-02-21,2022-02-24","2021-12-27,2021-12-29,2022-01-04,2022-01-06,2022-01-29",0.448804932262521,0.5853544212394906,0.5170796767510057,10,5,0.0100040915750112,24035870.17020053,1.0001001299660414e-06
EOH0079_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-09 00:00:00,2022-02-26 23:30:00,2021-12-06 00:00:00,2022-02-25 23:30:00,"2021-12-09,2021-12-12,2021-12-19,2021-12-26,2021-12-27,2022-01-12,2022-01-13,2022-01-18,2022-02-21,2022-02-26","2021-12-06,2021-12-25,2021-12-31,2022-02-02,2022-02-25",0.3655489807254236,0.4375369687263723,0.4015429747258979,10,5,0.0054680875306251,47013294.59744448,0.1581316965202175
EOH0082_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-05 00:00:00,2022-01-13 23:30:00,2021-12-01 00:00:00,2022-01-12 23:30:00,"2021-12-05,2021-12-09,2021-12-13,2021-12-19,2021-12-20,2021-12-25,2021-12-26,2021-12-31,2022-01-01,2022-01-13","2021-12-01,2021-12-02,2022-01-03,2022-01-09,2022-01-12",0.9517388984029056,0.9944755268588344,0.97310721263087,10,5,0.0038392970637075,15071675.466388129,8.215712287993622
EOH0094_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-21 23:30:00,2021-12-06 00:00:00,2022-02-24 23:30:00,"2021-12-01,2021-12-24,2021-12-25,2021-12-30,2022-01-13,2022-01-16,2022-02-04,2022-02-12,2022-02-15,2022-02-21","2021-12-06,2021-12-10,2021-12-16,2022-01-01,2022-02-24",0.5594330132367589,0.5468335080563377,0.5531332606465482,10,5,0.0037253953221537,47484135.71848264,3.5797227372287246
EOH0102_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-22 00:00:00,2022-02-24 23:30:00,2021-12-09 00:00:00,2022-02-09 23:30:00,"2021-12-22,2021-12-28,2022-01-23,2022-01-27,2022-01-31,2022-02-08,2022-02-11,2022-02-14,2022-02-18,2022-02-24","2021-12-09,2021-12-13,2022-01-30,2022-02-05,2022-02-09",0.5354790796317224,0.5109010920786188,0.5231900858551706,10,5,0.0054044947441644,43664636.34911576,1.0007008018594884e-06
EOH0105_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-06 00:00:00,2022-02-08 23:30:00,2021-12-03 00:00:00,2022-02-07 23:30:00,"2021-12-06,2021-12-12,2021-12-23,2021-12-24,2021-12-27,2022-01-12,2022-01-18,2022-01-22,2022-01-25,2022-02-08","2021-12-03,2022-01-09,2022-01-28,2022-02-01,2022-02-07",0.3563402830599649,0.3603318644915282,0.3583360737757466,10,5,0.0050896626655237,52562942.79052511,1.5241652178734464
EOH0107_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-03 00:00:00,2022-02-14 23:30:00,2021-12-02 00:00:00,2022-01-30 23:30:00,"2021-12-03,2022-01-25,2022-01-26,2022-01-29,2022-02-02,2022-02-03,2022-02-07,2022-02-10,2022-02-13,2022-02-14","2021-12-02,2021-12-04,2021-12-08,2022-01-21,2022-01-30",0.7649192194842005,0.5921665499246721,0.6785428847044364,10,5,0.0064538597744434,44071428.9084319,1.000259393546631e-06
EOH0121_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-08 00:00:00,2022-02-24 23:30:00,2021-12-16 00:00:00,2022-02-25 23:30:00,"2021-12-08,2021-12-24,2021-12-25,2022-01-01,2022-01-07,2022-01-08,2022-01-09,2022-01-17,2022-02-20,2022-02-24","2021-12-16,2022-01-25,2022-02-06,2022-02-09,2022-02-25",0.4650112576535372,0.5757863997039825,0.5203988286787599,10,5,0.0064238801270344,38605643.711444914,9.729621935203458
EOH0126_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-08 00:00:00,2022-02-09 23:30:00,2021-12-02 00:00:00,2022-02-05 23:30:00,"2021-12-08,2021-12-27,2022-01-02,2022-01-06,2022-01-11,2022-01-12,2022-01-23,2022-01-24,2022-01-29,2022-02-09","2021-12-02,2021-12-06,2022-01-15,2022-01-22,2022-02-05",0.6825856468366304,0.6047462296335536,0.643665938235092,10,5,0.006663243550914,20650169.811634958,6.776990288555568
EOH0132_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-14 00:00:00,2022-02-23 23:30:00,2021-12-26 00:00:00,2022-02-17 23:30:00,"2021-12-14,2021-12-20,2021-12-23,2021-12-25,2021-12-29,2022-01-04,2022-01-27,2022-02-11,2022-02-21,2022-02-23","2021-12-26,2021-12-28,2022-01-21,2022-01-30,2022-02-17",0.3887972228159923,0.5512605391562703,0.4700288809861312,10,5,0.0055929556296863,50543489.63949615,1.56615434898233
EOH0144_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-27 00:00:00,2022-02-22 23:30:00,2022-01-06 00:00:00,2022-01-29 23:30:00,"2021-12-27,2021-12-28,2021-12-29,2022-01-12,2022-01-16,2022-01-18,2022-02-07,2022-02-15,2022-02-16,2022-02-22","2022-01-06,2022-01-07,2022-01-09,2022-01-21,2022-01-29",0.5805851703592981,0.5710027646751527,0.5757939675172254,10,5,0.0116095776999444,14076799.141877752,1.988119870834928
EOH0159_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-28 00:00:00,2022-02-13 23:30:00,2021-12-06 00:00:00,2022-02-28 23:30:00,"2021-12-28,2021-12-29,2021-12-30,2022-01-06,2022-01-13,2022-01-17,2022-01-20,2022-01-26,2022-01-27,2022-02-13","2021-12-06,2021-12-26,2022-02-14,2022-02-15,2022-02-28",0.4295802478216132,0.5154042651289875,0.4724922564753003,10,5,0.0058044981665213,69993423.80450253,7.279598599863007
EOH0166_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-27 23:30:00,2022-01-03 00:00:00,2022-02-10 23:30:00,"2021-12-01,2021-12-15,2021-12-23,2022-01-27,2022-02-02,2022-02-04,2022-02-09,2022-02-18,2022-02-24,2022-02-27","2022-01-03,2022-02-01,2022-02-05,2022-02-06,2022-02-10",0.4907598878043148,0.4076494172868835,0.4492046525455991,10,5,0.0063287761277723,71002036.44126587,1.0011933383108524e-06
EOH0174_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-07 00:00:00,2022-02-06 23:30:00,2021-12-05 00:00:00,2022-02-14 23:30:00,"2021-12-07,2021-12-12,2022-01-01,2022-01-03,2022-01-19,2022-01-23,2022-01-25,2022-01-29,2022-02-05,2022-02-06","2021-12-05,2021-12-17,2022-01-26,2022-02-13,2022-02-14",0.2052536814709266,0.3201173813369115,0.2626855314039191,10,5,0.0044776073830866,67184395.80382225,5.150489175833156
EOH0177_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-12 00:00:00,2022-02-15 23:30:00,2021-12-07 00:00:00,2022-02-01 23:30:00,"2021-12-12,2021-12-14,2021-12-15,2022-01-06,2022-01-09,2022-01-13,2022-01-15,2022-01-25,2022-02-10,2022-02-15","2021-12-07,2021-12-10,2021-12-11,2022-01-21,2022-02-01",0.5250868299123972,0.4191153080758737,0.4721010689941355,10,5,0.0050286196639995,168942384.15255257,1.0063663080067017e-06
EOH0184_merged_30min.parquet,1C1R1P1S,2020-2021,2020-12-18 00:00:00,2021-02-06 23:30:00,2020-12-05 00:00:00,2021-02-05 23:30:00,"2020-12-18,2020-12-20,2020-12-21,2021-01-01,2021-01-04,2021-01-25,2021-01-26,2021-01-27,2021-02-01,2021-02-06","2020-12-05,2020-12-12,2021-01-20,2021-02-02,2021-02-05",0.5085811905038207,0.6146340477858262,0.5616076191448234,10,5,0.0101167598484148,73551700.94144517,12.89618320988265
EOH0185_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-02 00:00:00,2022-02-20 23:30:00,2022-01-17 00:00:00,2022-02-22 23:30:00,"2021-12-02,2021-12-03,2021-12-07,2022-01-03,2022-01-08,2022-01-27,2022-01-31,2022-02-11,2022-02-13,2022-02-20","2022-01-17,2022-01-28,2022-01-30,2022-02-15,2022-02-22",0.5352572124826019,0.4416041991783125,0.4884307058304572,10,5,0.0084029985702487,27205725.61055793,1.0010798170641676e-06
EOH0200_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-09 00:00:00,2022-02-04 23:30:00,2021-12-11 00:00:00,2022-02-23 23:30:00,"2021-12-09,2021-12-18,2021-12-28,2021-12-31,2022-01-02,2022-01-04,2022-01-10,2022-01-18,2022-01-19,2022-02-04","2021-12-11,2022-01-07,2022-02-05,2022-02-13,2022-02-23",0.3417595437612601,0.411159431355535,0.3764594875583976,10,5,0.0072432079011423,39407554.303105205,3.255967467273289
EOH0201_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-18 00:00:00,2022-02-27 23:30:00,2021-12-02 00:00:00,2022-02-26 23:30:00,"2021-12-18,2021-12-19,2022-01-08,2022-01-13,2022-01-23,2022-01-26,2022-01-30,2022-02-09,2022-02-10,2022-02-27","2021-12-02,2021-12-10,2021-12-17,2022-01-17,2022-02-26",0.9470887487516464,0.74326153154855,0.8451751401500982,10,5,0.0074048308952958,17798594.142502557,3.5426866978316816
EOH0204_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-23 00:00:00,2022-02-24 23:30:00,2022-01-12 00:00:00,2022-01-26 23:30:00,"2021-12-23,2021-12-25,2021-12-26,2022-01-01,2022-01-11,2022-01-13,2022-01-17,2022-01-31,2022-02-17,2022-02-24","2022-01-12,2022-01-15,2022-01-16,2022-01-20,2022-01-26",0.5406247937753064,0.8448452526739013,0.6927350232246039,10,5,0.0049123032878493,46237590.11008706,11.652490241576867
EOH0218_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-20 23:30:00,2021-12-03 00:00:00,2022-02-07 23:30:00,"2021-12-01,2021-12-05,2021-12-08,2022-01-06,2022-01-13,2022-01-21,2022-01-24,2022-01-30,2022-02-10,2022-02-20","2021-12-03,2021-12-15,2021-12-26,2022-02-02,2022-02-07",0.4714352913293241,0.3727960993896341,0.4221156953594791,10,5,0.0056980343188189,55416863.05225457,1.0072161501738114e-06
EOH0222_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-11 00:00:00,2022-02-25 23:30:00,2021-12-16 00:00:00,2022-01-25 23:30:00,"2021-12-11,2021-12-26,2022-01-08,2022-01-19,2022-01-22,2022-01-23,2022-02-05,2022-02-18,2022-02-19,2022-02-25","2021-12-16,2021-12-18,2022-01-09,2022-01-14,2022-01-25",0.659107423243075,0.5448091682130609,0.601958295728068,10,5,0.0072157345643695,15174554.530549608,3.016396618165248
EOH0226_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-09 00:00:00,2022-02-26 23:30:00,2021-12-06 00:00:00,2022-02-12 23:30:00,"2021-12-09,2021-12-15,2021-12-27,2022-01-28,2022-01-29,2022-02-04,2022-02-14,2022-02-15,2022-02-21,2022-02-26","2021-12-06,2022-01-13,2022-01-19,2022-02-11,2022-02-12",0.912373042110779,0.6559635120049646,0.7841682770578717,10,5,0.0067883647607448,35985950.76324489,3.415279530230162
EOH0227_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-07 00:00:00,2022-02-18 23:30:00,2021-12-09 00:00:00,2022-02-16 23:30:00,"2021-12-07,2021-12-27,2022-01-14,2022-01-25,2022-01-26,2022-01-29,2022-02-06,2022-02-13,2022-02-17,2022-02-18","2021-12-09,2021-12-31,2022-01-18,2022-02-07,2022-02-16",0.7730450720834551,0.9296584657206088,0.8513517689020319,10,5,0.0043122825017492,25981134.667334024,2.541394983660319
EOH0231_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-02 00:00:00,2022-02-28 23:30:00,2021-12-07 00:00:00,2022-01-23 23:30:00,"2021-12-02,2021-12-12,2021-12-15,2021-12-31,2022-01-02,2022-01-08,2022-01-15,2022-01-25,2022-01-26,2022-02-28","2021-12-07,2021-12-30,2022-01-19,2022-01-22,2022-01-23",0.1817079393060809,0.1548037442403021,0.1682558417731915,10,5,0.0058650746399756,163921009.81183007,6.192789359276109
EOH0233_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-02 00:00:00,2022-02-09 23:30:00,2021-12-08 00:00:00,2022-02-13 23:30:00,"2021-12-02,2021-12-06,2021-12-09,2021-12-20,2022-01-03,2022-01-10,2022-01-19,2022-01-27,2022-02-04,2022-02-09","2021-12-08,2021-12-11,2021-12-21,2022-01-23,2022-02-13",0.6126753667403085,0.7098816731166143,0.6612785199284614,10,5,0.004700065252843,28143780.873904563,1.0003648643308915e-06
EOH0238_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-17 23:30:00,2022-01-07 00:00:00,2022-02-16 23:30:00,"2021-12-01,2021-12-05,2021-12-06,2021-12-15,2022-01-11,2022-01-25,2022-01-26,2022-02-03,2022-02-06,2022-02-17","2022-01-07,2022-01-27,2022-01-31,2022-02-15,2022-02-16",0.6187614565179032,0.5842754096487496,0.6015184330833263,10,5,0.0050514464515221,122949765.70188834,29.99999999278397
EOH0240_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-17 23:30:00,2021-12-15 00:00:00,2022-01-28 23:30:00,"2021-12-01,2021-12-18,2021-12-29,2022-01-01,2022-01-02,2022-01-11,2022-01-21,2022-01-23,2022-02-06,2022-02-17","2021-12-15,2022-01-07,2022-01-14,2022-01-24,2022-01-28",0.7430549448533998,0.6496773798356498,0.6963661623445248,10,5,0.0045567237724542,61829606.67755748,1.005627532341684e-06
EOH0244_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-02 00:00:00,2022-02-26 23:30:00,2021-12-24 00:00:00,2022-02-19 23:30:00,"2021-12-02,2021-12-10,2021-12-12,2021-12-22,2021-12-28,2022-01-10,2022-01-19,2022-01-26,2022-02-14,2022-02-26","2021-12-24,2021-12-30,2022-01-16,2022-01-17,2022-02-19",0.4398520362458498,0.6609740846318045,0.5504130604388271,10,5,0.0049703937528088,46212493.250532046,1.0491066118562815
EOH0245_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-19 00:00:00,2022-02-17 23:30:00,2022-01-01 00:00:00,2022-02-28 23:30:00,"2021-12-19,2021-12-24,2021-12-28,2021-12-31,2022-01-07,2022-01-21,2022-01-27,2022-02-11,2022-02-14,2022-02-17","2022-01-01,2022-01-25,2022-02-05,2022-02-16,2022-02-28",0.4172437138378154,0.567826021176195,0.4925348675070051,10,5,0.0073857748709736,21826327.196307626,5.22794773573167
EOH0248_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-04 00:00:00,2022-02-27 23:30:00,2021-12-25 00:00:00,2022-02-08 23:30:00,"2021-12-04,2021-12-06,2021-12-09,2021-12-18,2021-12-24,2021-12-27,2022-01-01,2022-01-12,2022-02-09,2022-02-27","2021-12-25,2022-01-06,2022-01-13,2022-01-18,2022-02-08",0.4325896625169257,0.4286872616203327,0.4306384620686292,10,5,0.0059492759387812,56037794.3018795,1.37634343720707
EOH0254_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-08 00:00:00,2022-02-27 23:30:00,2021-12-22 00:00:00,2022-02-28 23:30:00,"2021-12-08,2021-12-09,2021-12-14,2022-01-16,2022-01-20,2022-01-30,2022-02-11,2022-02-13,2022-02-15,2022-02-27","2021-12-22,2021-12-23,2021-12-29,2022-02-08,2022-02-28",0.6339650461623574,0.7306382970866743,0.6823016716245158,10,5,0.0107788661919266,23944697.865200445,2.946203484920602
EOH0256_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-17 23:30:00,2022-01-22 00:00:00,2022-02-24 23:30:00,"2021-12-01,2021-12-02,2021-12-07,2021-12-17,2021-12-20,2022-01-20,2022-02-03,2022-02-05,2022-02-16,2022-02-17","2022-01-22,2022-01-29,2022-02-04,2022-02-23,2022-02-24",0.3137816417366377,0.3668125542338105,0.3402970979852241,10,5,0.0101243492249586,100278546.3320949,5.154624777910998
EOH0258_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-14 23:30:00,2021-12-17 00:00:00,2022-02-28 23:30:00,"2021-12-01,2021-12-09,2021-12-26,2022-01-01,2022-01-04,2022-01-23,2022-01-27,2022-02-09,2022-02-11,2022-02-14","2021-12-17,2021-12-19,2022-01-25,2022-02-18,2022-02-28",0.9487586734194596,0.7426457601630909,0.8457022167912752,10,5,0.0065166540093639,20784709.67758609,5.57605122857841
EOH0276_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-14 00:00:00,2022-02-27 23:30:00,2021-12-01 00:00:00,2022-02-20 23:30:00,"2021-12-14,2021-12-30,2022-01-01,2022-01-10,2022-01-13,2022-01-17,2022-01-25,2022-02-05,2022-02-16,2022-02-27","2021-12-01,2021-12-18,2022-01-03,2022-02-19,2022-02-20",0.5253566371290939,0.8446478043296508,0.6850022207293723,10,5,0.0070333896200084,39443740.19648615,3.1413623808895834
EOH0277_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-20 00:00:00,2022-02-22 23:30:00,2021-12-01 00:00:00,2022-02-11 23:30:00,"2021-12-20,2022-01-01,2022-01-08,2022-01-13,2022-01-16,2022-01-29,2022-02-03,2022-02-04,2022-02-20,2022-02-22","2021-12-01,2021-12-11,2022-01-04,2022-01-30,2022-02-11",0.5072042700633138,0.5579703236146988,0.5325872968390063,10,5,0.0022550285340648,176450895.73973802,16.255011194876108
EOH0279_merged_30min.parquet,1C1R1P1S,2021-2022,2021-12-01 00:00:00,2022-02-11 23:30:00,2022-01-01 00:00:00,2022-02-22 23:30:00,"2021-12-01,2021-12-05,2022-01-08,2022-01-12,2022-01-20,2022-01-23,2022-01-24,2022-01-30,2022-02-01,2022-02-11","2022-01-01,2022-01-06,2022-01-11,2022-01-16,2022-02-22",0.4594960150187751,0.4641166234887588,0.461806319253767,10,5,0.0046586711440233,46364824.663355365,6.066492898103431
