dataset,model,winter_season,train_start,train_end,val_start,val_end,train_days,test_days,rmse_train,rmse_val,rmse_average,train_day_count,test_day_count,R1,C1,g
EOH0702_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,26/02/2022 23:30,06/12/2021 00:00,18/02/2022 23:30,"2021-12-05,2021-12-16,2021-12-31,2022-01-01,2022-01-15,2022-01-16,2022-01-17,2022-01-25,2022-02-25,2022-02-26","2021-12-06,2021-12-30,2022-01-20,2022-02-10,2022-02-18",0.383605211,0.406590823,0.395098017,10,5,0.007119799,88357225.66,1.632009019
EOH0728_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,27/02/2022 23:30,05/12/2021 00:00,12/02/2022 23:30,"2021-12-03,2021-12-20,2021-12-29,2022-01-06,2022-01-14,2022-01-29,2022-01-30,2022-02-02,2022-02-14,2022-02-27","2021-12-05,2022-01-07,2022-01-15,2022-01-25,2022-02-12",0.518271562,0.763177804,0.640724683,10,5,0.003403321,101577322.4,30
EOH0732_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,20/02/2022 23:30,06/12/2021 00:00,22/02/2022 23:30,"2021-12-01,2021-12-03,2021-12-16,2021-12-22,2021-12-26,2022-01-07,2022-01-28,2022-02-11,2022-02-18,2022-02-20","2021-12-06,2022-02-05,2022-02-12,2022-02-17,2022-02-22",0.619979266,0.59905042,0.609514843,10,5,0.004480582,55266732.26,11.54818534
EOH0735_merged_30min.parquet,1C1R1P1S,2021-2022,09/12/2021 00:00,19/02/2022 23:30,01/12/2021 00:00,24/02/2022 23:30,"2021-12-09,2021-12-13,2021-12-29,2022-01-02,2022-01-08,2022-01-10,2022-01-18,2022-01-23,2022-02-02,2022-02-19","2021-12-01,2021-12-02,2021-12-06,2022-01-12,2022-02-24",0.415366139,0.261248589,0.338307364,10,5,0.00396449,299999999.6,1.00E-06
EOH0737_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,26/02/2022 23:30,06/12/2021 00:00,12/02/2022 23:30,"2021-12-03,2021-12-04,2021-12-11,2021-12-15,2021-12-16,2021-12-26,2022-01-14,2022-01-24,2022-02-16,2022-02-26","2021-12-06,2021-12-13,2022-01-02,2022-02-04,2022-02-12",0.533959016,0.770368266,0.652163641,10,5,0.005174406,39380951.62,4.927220035
EOH0745_merged_30min.parquet,1C1R1P1S,2020-2021,02/12/2020 00:00,13/02/2021 23:30,28/12/2020 00:00,10/02/2021 23:30,"2020-12-02,2020-12-03,2020-12-06,2020-12-07,2020-12-08,2020-12-11,2020-12-21,2020-12-25,2021-02-01,2021-02-13","2020-12-28,2020-12-29,2021-01-29,2021-01-31,2021-02-10",0.736594241,0.935126365,0.835860303,10,5,0.005159197,15165364.7,1.902276857
EOH0746_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,27/01/2022 23:30,12/12/2021 00:00,14/01/2022 23:30,"2021-12-02,2021-12-14,2021-12-17,2021-12-26,2021-12-28,2022-01-03,2022-01-07,2022-01-10,2022-01-26,2022-01-27","2021-12-12,2021-12-19,2022-01-04,2022-01-09,2022-01-14",0.313149413,0.832892558,0.573020985,10,5,0.01319038,19843600.52,3.542057505
EOH0749_merged_30min.parquet,1C1R1P1S,2021-2022,11/12/2021 00:00,24/02/2022 23:30,09/12/2021 00:00,14/01/2022 23:30,"2021-12-11,2021-12-14,2021-12-20,2021-12-26,2022-01-03,2022-02-02,2022-02-07,2022-02-10,2022-02-16,2022-02-24","2021-12-09,2021-12-10,2021-12-12,2021-12-22,2022-01-14",0.257839716,0.362605717,0.310222716,10,5,0.004432221,203988700.1,1.00E-06
EOH0764_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,18/02/2022 23:30,05/12/2021 00:00,08/02/2022 23:30,"2021-12-01,2021-12-21,2022-01-05,2022-01-14,2022-01-24,2022-02-01,2022-02-04,2022-02-12,2022-02-17,2022-02-18","2021-12-05,2021-12-10,2021-12-28,2022-01-28,2022-02-08",0.480160627,0.302232228,0.391196427,10,5,0.006528624,88977450.81,0.403384133
EOH0766_merged_30min.parquet,1C1R1P1S,2021-2022,06/12/2021 00:00,21/02/2022 23:30,15/12/2021 00:00,10/02/2022 23:30,"2021-12-06,2021-12-19,2021-12-24,2021-12-28,2021-12-30,2022-02-04,2022-02-11,2022-02-14,2022-02-18,2022-02-21","2021-12-15,2021-12-25,2022-01-19,2022-01-21,2022-02-10",0.612476947,0.564131458,0.588304203,10,5,0.007721072,24730231.83,1.02E-06
EOH0769_merged_30min.parquet,1C1R1P1S,2021-2022,12/12/2021 00:00,06/02/2022 23:30,09/01/2022 00:00,28/02/2022 23:30,"2021-12-12,2021-12-13,2021-12-14,2021-12-18,2021-12-19,2021-12-24,2022-01-18,2022-01-27,2022-02-01,2022-02-06","2022-01-09,2022-01-29,2022-02-02,2022-02-23,2022-02-28",0.553398038,0.498552948,0.525975493,10,5,0.004373038,36794328.02,0.463251101
EOH0788_merged_30min.parquet,1C1R1P1S,2021-2022,07/12/2021 00:00,17/02/2022 23:30,10/01/2022 00:00,26/02/2022 23:30,"2021-12-07,2021-12-11,2021-12-14,2021-12-19,2022-01-14,2022-01-31,2022-02-05,2022-02-12,2022-02-15,2022-02-17","2022-01-10,2022-02-18,2022-02-19,2022-02-24,2022-02-26",0.544120452,0.520961053,0.532540752,10,5,0.006804609,59142876.51,4.647488448
EOH0789_merged_30min.parquet,1C1R1P1S,2021-2022,16/12/2021 00:00,24/02/2022 23:30,04/12/2021 00:00,17/02/2022 23:30,"2021-12-16,2021-12-19,2021-12-23,2022-01-05,2022-01-08,2022-01-21,2022-02-02,2022-02-07,2022-02-13,2022-02-24","2021-12-04,2021-12-08,2022-01-10,2022-01-16,2022-02-17",0.340781808,0.391865323,0.366323565,10,5,0.003020319,123723448.2,1.00E-06
EOH0791_merged_30min.parquet,1C1R1P1S,2021-2022,25/02/2022 00:00,27/02/2022 23:30,28/02/2022 00:00,28/02/2022 23:30,"2022-02-25,2022-02-26,2022-02-27",28/02/2022,0.729903902,0.529490301,0.629697102,3,1,0.005061952,127684049.2,0.107396983
EOH0793_merged_30min.parquet,1C1R1P1S,2021-2022,04/12/2021 00:00,20/02/2022 23:30,08/12/2021 00:00,19/02/2022 23:30,"2021-12-04,2021-12-09,2021-12-14,2021-12-16,2021-12-19,2021-12-26,2022-02-08,2022-02-14,2022-02-16,2022-02-20","2021-12-08,2021-12-25,2021-12-29,2022-02-11,2022-02-19",0.922123137,0.699326097,0.810724617,10,5,0.006690626,43127849.25,0.348779248
EOH0808_merged_30min.parquet,1C1R1P1S,2021-2022,08/12/2021 00:00,30/01/2022 23:30,01/12/2021 00:00,22/02/2022 23:30,"2021-12-08,2021-12-10,2021-12-11,2021-12-17,2021-12-23,2022-01-07,2022-01-22,2022-01-25,2022-01-28,2022-01-30","2021-12-01,2022-01-24,2022-02-04,2022-02-11,2022-02-22",0.614604809,0.667450451,0.64102763,10,5,0.008215189,14959720.31,4.536721996
EOH0810_merged_30min.parquet,1C1R1P1S,2021-2022,08/12/2021 00:00,27/02/2022 23:30,03/12/2021 00:00,19/02/2022 23:30,"2021-12-08,2022-01-09,2022-01-17,2022-01-19,2022-01-22,2022-02-12,2022-02-16,2022-02-18,2022-02-25,2022-02-27","2021-12-03,2021-12-09,2022-01-04,2022-02-01,2022-02-19",0.256923152,0.435520984,0.346222068,10,5,0.003909374,41442735.93,11.38632076
EOH0813_merged_30min.parquet,1C1R1P1S,2021-2022,17/12/2021 00:00,23/02/2022 23:30,03/12/2021 00:00,12/02/2022 23:30,"2021-12-17,2021-12-21,2021-12-22,2022-01-15,2022-01-19,2022-01-21,2022-01-23,2022-01-24,2022-02-16,2022-02-23","2021-12-03,2021-12-29,2022-01-11,2022-02-05,2022-02-12",0.401161689,0.850319654,0.625740671,10,5,0.004677078,174757328.6,25.5738624
EOH0818_merged_30min.parquet,1C1R1P1S,2021-2022,15/12/2021 00:00,15/02/2022 23:30,04/12/2021 00:00,26/02/2022 23:30,"2021-12-15,2021-12-23,2021-12-29,2022-01-02,2022-01-13,2022-01-25,2022-01-26,2022-02-02,2022-02-09,2022-02-15","2021-12-04,2021-12-12,2022-02-05,2022-02-12,2022-02-26",0.297781716,0.580566937,0.439174326,10,5,0.009635879,18847554.03,2.770916914
EOH0822_merged_30min.parquet,1C1R1P1S,2021-2022,13/12/2021 00:00,28/02/2022 23:30,09/12/2021 00:00,24/02/2022 23:30,"2021-12-13,2021-12-23,2022-01-04,2022-01-06,2022-02-11,2022-02-12,2022-02-21,2022-02-22,2022-02-25,2022-02-28","2021-12-09,2021-12-19,2021-12-26,2022-02-08,2022-02-24",0.488557746,0.721455713,0.60500673,10,5,0.006750474,42776656.73,3.392596212
EOH0830_merged_30min.parquet,1C1R1P1S,2021-2022,12/12/2021 00:00,27/02/2022 23:30,01/12/2021 00:00,04/02/2022 23:30,"2021-12-12,2021-12-18,2022-01-09,2022-01-10,2022-01-15,2022-01-24,2022-02-11,2022-02-14,2022-02-24,2022-02-27","2021-12-01,2022-01-05,2022-01-13,2022-02-02,2022-02-04",0.776416276,0.72282955,0.749622913,10,5,0.004884508,35056034.46,1.00E-06
EOH0836_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,24/02/2022 23:30,13/12/2021 00:00,27/02/2022 23:30,"2021-12-01,2021-12-10,2021-12-18,2021-12-21,2021-12-31,2022-01-04,2022-01-29,2022-02-05,2022-02-15,2022-02-24","2021-12-13,2021-12-28,2022-01-30,2022-02-25,2022-02-27",0.707401913,0.734741614,0.721071764,10,5,0.008162903,41801310.46,4.389984845
EOH0837_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,24/02/2022 23:30,07/01/2022 00:00,27/02/2022 23:30,"2021-12-02,2021-12-13,2021-12-19,2022-01-17,2022-01-25,2022-01-26,2022-01-29,2022-02-16,2022-02-21,2022-02-24","2022-01-07,2022-02-01,2022-02-13,2022-02-25,2022-02-27",0.338189249,0.348510195,0.343349722,10,5,0.00501444,66290287.52,5.302315853
EOH0851_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,28/02/2022 23:30,21/12/2021 00:00,14/02/2022 23:30,"2021-12-01,2021-12-11,2021-12-16,2021-12-30,2022-01-22,2022-01-31,2022-02-03,2022-02-17,2022-02-18,2022-02-28","2021-12-21,2021-12-24,2022-01-16,2022-01-25,2022-02-14",0.432496754,0.569896036,0.501196395,10,5,0.008754296,23689828.02,0.381336517
EOH0857_merged_30min.parquet,1C1R1P1S,2021-2022,10/12/2021 00:00,14/02/2022 23:30,12/12/2021 00:00,26/01/2022 23:30,"2021-12-10,2021-12-15,2021-12-17,2021-12-21,2021-12-24,2022-01-14,2022-01-29,2022-02-03,2022-02-07,2022-02-14","2021-12-12,2021-12-13,2021-12-29,2022-01-10,2022-01-26",0.733546741,0.707592614,0.720569678,10,5,0.006635659,41163843.53,1.01E-06
EOH0876_merged_30min.parquet,1C1R1P1S,2021-2022,04/12/2021 00:00,21/02/2022 23:30,01/12/2021 00:00,25/02/2022 23:30,"2021-12-04,2021-12-16,2021-12-31,2022-01-04,2022-01-13,2022-01-18,2022-01-27,2022-02-01,2022-02-05,2022-02-21","2021-12-01,2021-12-02,2021-12-27,2022-01-03,2022-02-25",0.200664051,0.229859196,0.215261623,10,5,0.006532553,106434294.5,6.209419328
EOH0889_merged_30min.parquet,1C1R1P1S,2021-2022,10/12/2021 00:00,16/02/2022 23:30,23/12/2021 00:00,23/02/2022 23:30,"2021-12-10,2021-12-25,2021-12-28,2022-01-02,2022-01-03,2022-01-29,2022-02-02,2022-02-04,2022-02-11,2022-02-16","2021-12-23,2022-01-04,2022-01-16,2022-02-14,2022-02-23",0.438069856,0.539187992,0.488628924,10,5,0.012116097,21703171.19,1.406135046
EOH0894_merged_30min.parquet,1C1R1P1S,2021-2022,26/12/2021 00:00,25/02/2022 23:30,15/01/2022 00:00,23/02/2022 23:30,"2021-12-26,2021-12-31,2022-01-02,2022-01-05,2022-01-17,2022-01-20,2022-01-21,2022-01-31,2022-02-03,2022-02-25","2022-01-15,2022-01-24,2022-02-01,2022-02-05,2022-02-23",0.579261635,0.749271376,0.664266506,10,5,0.004723714,43034539.07,8.46535533
EOH0896_merged_30min.parquet,1C1R1P1S,2021-2022,06/12/2021 00:00,16/02/2022 23:30,03/01/2022 00:00,25/02/2022 23:30,"2021-12-06,2021-12-15,2021-12-17,2021-12-26,2022-01-20,2022-01-24,2022-01-31,2022-02-04,2022-02-09,2022-02-16","2022-01-03,2022-01-04,2022-02-03,2022-02-21,2022-02-25",0.220963659,0.320170393,0.270567026,10,5,0.004829605,83843993.56,2.019244334
EOH0901_merged_30min.parquet,1C1R1P1S,2021-2022,15/12/2021 00:00,24/02/2022 23:30,26/12/2021 00:00,08/02/2022 23:30,"2021-12-15,2021-12-23,2021-12-27,2022-01-04,2022-01-05,2022-01-09,2022-01-25,2022-02-14,2022-02-20,2022-02-24","2021-12-26,2021-12-31,2022-01-22,2022-02-04,2022-02-08",0.54446414,0.963187312,0.753825726,10,5,0.005871677,36935148.32,1.00E-06
EOH0904_merged_30min.parquet,1C1R1P1S,2021-2022,04/12/2021 00:00,01/02/2022 23:30,16/12/2021 00:00,17/02/2022 23:30,"2021-12-04,2021-12-14,2021-12-21,2021-12-23,2021-12-25,2021-12-26,2021-12-30,2022-01-05,2022-01-08,2022-02-01","2021-12-16,2021-12-28,2022-01-29,2022-02-12,2022-02-17",0.370327002,0.401007255,0.385667128,10,5,0.01405116,26010810.41,1.00E-06
EOH0918_merged_30min.parquet,1C1R1P1S,2021-2022,22/12/2021 00:00,22/02/2022 23:30,15/12/2021 00:00,04/02/2022 23:30,"2021-12-22,2022-01-02,2022-01-14,2022-01-23,2022-01-29,2022-02-06,2022-02-09,2022-02-14,2022-02-15,2022-02-22","2021-12-15,2021-12-25,2021-12-30,2022-01-06,2022-02-04",0.502699873,0.660570692,0.581635283,10,5,0.00674387,37102663.77,0.151840174
EOH0922_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,27/02/2022 23:30,02/12/2021 00:00,22/02/2022 23:30,"2021-12-03,2021-12-04,2021-12-14,2021-12-15,2021-12-16,2021-12-26,2022-01-09,2022-01-26,2022-02-25,2022-02-27","2021-12-02,2022-01-06,2022-01-07,2022-01-17,2022-02-22",0.378816058,0.491820524,0.435318291,10,5,0.004653758,36823057.48,1.044361687
EOH0923_merged_30min.parquet,1C1R1P1S,2021-2022,19/01/2022 00:00,27/02/2022 23:30,07/12/2021 00:00,04/02/2022 23:30,"2022-01-19,2022-01-22,2022-01-26,2022-01-27,2022-01-30,2022-02-07,2022-02-18,2022-02-20,2022-02-23,2022-02-27","2021-12-07,2021-12-17,2021-12-21,2022-01-18,2022-02-04",0.44329612,0.762915635,0.603105878,10,5,0.00239896,93180511.56,5.623572913
EOH0930_merged_30min.parquet,1C1R1P1S,2021-2022,24/12/2021 00:00,26/02/2022 23:30,23/12/2021 00:00,19/02/2022 23:30,"2021-12-24,2021-12-28,2021-12-31,2022-01-02,2022-01-14,2022-02-01,2022-02-02,2022-02-20,2022-02-21,2022-02-26","2021-12-23,2022-01-05,2022-01-30,2022-02-08,2022-02-19",0.361295879,0.3787093,0.37000259,10,5,0.004541346,42399505.71,1.00E-06
EOH0934_merged_30min.parquet,1C1R1P1S,2021-2022,27/12/2021 00:00,22/02/2022 23:30,09/12/2021 00:00,24/02/2022 23:30,"2021-12-27,2022-01-02,2022-01-04,2022-01-08,2022-01-12,2022-01-15,2022-01-17,2022-01-25,2022-02-02,2022-02-22","2021-12-09,2021-12-19,2022-01-16,2022-02-08,2022-02-24",0.273191773,0.433129965,0.353160869,10,5,0.003543756,97728592.3,7.345274306
EOH0937_merged_30min.parquet,1C1R1P1S,2021-2022,24/12/2021 00:00,26/02/2022 23:30,03/12/2021 00:00,25/02/2022 23:30,"2021-12-24,2021-12-27,2022-01-05,2022-01-10,2022-01-14,2022-01-23,2022-01-28,2022-01-29,2022-02-10,2022-02-26","2021-12-03,2022-01-07,2022-02-17,2022-02-18,2022-02-25",0.799342976,0.953348456,0.876345716,10,5,0.004353069,33233098.88,0.659562319
EOH0943_merged_30min.parquet,1C1R1P1S,2021-2022,04/12/2021 00:00,03/02/2022 23:30,06/12/2021 00:00,27/02/2022 23:30,"2021-12-04,2021-12-16,2021-12-23,2021-12-27,2022-01-03,2022-01-09,2022-01-12,2022-01-23,2022-01-25,2022-02-03","2021-12-06,2022-01-02,2022-01-21,2022-02-21,2022-02-27",0.578818846,0.72345614,0.651137493,10,5,0.005304488,94943737.24,29.99999999
EOH0953_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,22/02/2022 23:30,12/12/2021 00:00,26/02/2022 23:30,"2021-12-02,2021-12-03,2021-12-27,2022-01-07,2022-01-20,2022-01-30,2022-02-04,2022-02-05,2022-02-07,2022-02-22","2021-12-12,2021-12-24,2022-01-06,2022-01-22,2022-02-26",0.481572684,0.585499412,0.533536048,10,5,0.005756915,46055693.84,1.960533488
EOH0957_merged_30min.parquet,1C1R1P1S,2021-2022,17/12/2021 00:00,28/02/2022 23:30,08/12/2021 00:00,11/01/2022 23:30,"2021-12-17,2022-01-02,2022-01-03,2022-01-04,2022-01-19,2022-01-24,2022-01-28,2022-01-30,2022-02-06,2022-02-28","2021-12-08,2021-12-19,2021-12-26,2021-12-31,2022-01-11",0.581043123,0.448782147,0.514912635,10,5,0.002692747,74343604.93,1.00E-06
EOH0958_merged_30min.parquet,1C1R1P1S,2021-2022,08/12/2021 00:00,11/01/2022 23:30,02/12/2021 00:00,24/12/2021 23:30,"2021-12-08,2021-12-11,2021-12-12,2021-12-17,2021-12-18,2022-01-03,2022-01-04,2022-01-06,2022-01-08,2022-01-11","2021-12-02,2021-12-05,2021-12-06,2021-12-10,2021-12-24",0.484937915,0.548419649,0.516678782,10,5,0.004585262,27083003.37,13.66957249
EOH0975_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,23/02/2022 23:30,20/12/2021 00:00,16/02/2022 23:30,"2021-12-03,2021-12-12,2021-12-18,2021-12-26,2022-01-10,2022-01-16,2022-01-21,2022-01-24,2022-02-14,2022-02-23","2021-12-20,2022-01-02,2022-01-11,2022-02-11,2022-02-16",0.500069923,0.921332158,0.710701041,10,5,0.005902785,23521544.19,1.00E-06
EOH0979_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,26/02/2022 23:30,20/12/2021 00:00,20/02/2022 23:30,"2021-12-01,2021-12-05,2021-12-24,2022-01-03,2022-01-08,2022-01-11,2022-01-18,2022-02-15,2022-02-22,2022-02-26","2021-12-20,2022-01-24,2022-02-05,2022-02-13,2022-02-20",0.465967479,0.742990382,0.60447893,10,5,0.005770304,76812356.54,15.52465491
EOH0988_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,19/02/2022 23:30,06/12/2021 00:00,21/02/2022 23:30,"2021-12-01,2021-12-03,2021-12-12,2021-12-14,2021-12-21,2021-12-26,2022-01-03,2022-01-08,2022-01-17,2022-02-19","2021-12-06,2021-12-15,2022-01-04,2022-01-27,2022-02-21",0.534213701,0.403879991,0.469046846,10,5,0.010944196,18016842.14,3.060628477
EOH0991_merged_30min.parquet,1C1R1P1S,2021-2022,12/12/2021 00:00,18/02/2022 23:30,02/12/2021 00:00,10/01/2022 23:30,"2021-12-12,2021-12-20,2021-12-26,2022-01-01,2022-01-04,2022-01-13,2022-01-16,2022-01-31,2022-02-01,2022-02-18","2021-12-02,2021-12-06,2021-12-18,2022-01-08,2022-01-10",0.621769503,0.609015904,0.615392704,10,5,0.004735174,29927971.19,2.905811286
EOH0999_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,15/02/2022 23:30,17/12/2021 00:00,25/02/2022 23:30,"2021-12-02,2021-12-10,2021-12-12,2022-01-07,2022-01-16,2022-01-18,2022-01-22,2022-01-26,2022-02-09,2022-02-15","2021-12-17,2022-01-01,2022-01-09,2022-02-13,2022-02-25",0.400309344,0.441174056,0.4207417,10,5,0.007987371,41482013.75,2.256792693
EOH1000_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,21/02/2022 23:30,07/12/2021 00:00,08/02/2022 23:30,"2021-12-02,2021-12-03,2021-12-04,2021-12-14,2021-12-19,2021-12-27,2022-01-07,2022-02-13,2022-02-14,2022-02-21","2021-12-07,2021-12-15,2021-12-20,2022-01-02,2022-02-08",0.784895349,0.673669544,0.729282447,10,5,0.007932866,19563210.59,3.260310004
EOH1003_merged_30min.parquet,1C1R1P1S,2021-2022,11/12/2021 00:00,16/02/2022 23:30,14/12/2021 00:00,20/02/2022 23:30,"2021-12-11,2021-12-16,2021-12-24,2022-01-04,2022-01-18,2022-01-19,2022-01-21,2022-01-22,2022-02-07,2022-02-16","2021-12-14,2022-01-24,2022-01-25,2022-02-11,2022-02-20",0.439677022,0.46623273,0.452954876,10,5,0.003932914,176784494.4,23.81413093
EOH1018_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,11/02/2022 23:30,06/12/2021 00:00,16/02/2022 23:30,"2021-12-03,2021-12-10,2021-12-11,2021-12-16,2021-12-18,2021-12-24,2022-01-01,2022-01-18,2022-01-24,2022-02-11","2021-12-06,2021-12-13,2021-12-23,2022-01-28,2022-02-16",0.954491648,0.799941308,0.877216478,10,5,0.005419383,24548851.02,7.918345114
EOH1019_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,24/02/2022 23:30,23/12/2021 00:00,09/01/2022 23:30,"2021-12-01,2021-12-08,2021-12-28,2022-01-13,2022-01-31,2022-02-01,2022-02-11,2022-02-18,2022-02-19,2022-02-24","2021-12-23,2021-12-25,2021-12-29,2022-01-05,2022-01-09",0.445316967,0.478883741,0.462100354,10,5,0.006619488,39651079.19,1.01E-06
EOH1041_merged_30min.parquet,1C1R1P1S,2021-2022,06/12/2021 00:00,20/02/2022 23:30,30/12/2021 00:00,24/02/2022 23:30,"2021-12-06,2021-12-12,2021-12-16,2021-12-22,2022-01-07,2022-01-08,2022-01-19,2022-01-21,2022-02-19,2022-02-20","2021-12-30,2022-01-05,2022-01-12,2022-02-04,2022-02-24",0.467375349,0.668355841,0.567865595,10,5,0.006069537,25305111.49,7.233564752
EOH1042_merged_30min.parquet,1C1R1P1S,2021-2022,18/12/2021 00:00,24/02/2022 23:30,27/12/2021 00:00,25/02/2022 23:30,"2021-12-18,2021-12-28,2022-01-07,2022-01-17,2022-01-29,2022-02-06,2022-02-12,2022-02-15,2022-02-22,2022-02-24","2021-12-27,2022-01-06,2022-01-11,2022-02-14,2022-02-25",0.71069905,0.708327493,0.709513272,10,5,0.00308625,138135644.5,16.63840396
EOH1045_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,03/02/2022 23:30,04/01/2022 00:00,02/02/2022 23:30,"2021-12-01,2021-12-02,2021-12-29,2022-01-07,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-22,2022-02-03","2022-01-04,2022-01-10,2022-01-20,2022-02-01,2022-02-02",0.325915165,0.56761484,0.446765002,10,5,0.00608863,111906715.9,29.99999999
EOH1046_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,28/01/2022 23:30,01/12/2021 00:00,27/12/2021 23:30,"2021-12-03,2021-12-07,2021-12-15,2021-12-18,2021-12-26,2021-12-30,2021-12-31,2022-01-03,2022-01-11,2022-01-28","2021-12-01,2021-12-11,2021-12-13,2021-12-19,2021-12-27",0.646263916,0.568250089,0.607257002,10,5,0.004499309,20382617.69,1.00E-06
EOH1048_merged_30min.parquet,1C1R1P1S,2021-2022,11/12/2021 00:00,18/02/2022 23:30,08/01/2022 00:00,26/02/2022 23:30,"2021-12-11,2021-12-19,2022-01-11,2022-01-15,2022-01-17,2022-01-20,2022-01-26,2022-02-06,2022-02-12,2022-02-18","2022-01-08,2022-01-13,2022-02-02,2022-02-08,2022-02-26",0.578145391,0.63088989,0.60451764,10,5,0.005909047,59065285.14,6.845077095
EOH1053_merged_30min.parquet,1C1R1P1S,2021-2022,12/12/2021 00:00,27/02/2022 23:30,13/12/2021 00:00,28/02/2022 23:30,"2021-12-12,2021-12-23,2022-01-15,2022-01-18,2022-01-24,2022-01-26,2022-01-27,2022-02-22,2022-02-23,2022-02-27","2021-12-13,2022-01-12,2022-01-22,2022-01-31,2022-02-28",0.338117521,0.318420426,0.328268973,10,5,0.002544339,68157491.72,11.92738961
EOH1062_merged_30min.parquet,1C1R1P1S,2021-2022,08/12/2021 00:00,21/02/2022 23:30,10/12/2021 00:00,22/02/2022 23:30,"2021-12-08,2021-12-13,2021-12-30,2022-01-24,2022-01-27,2022-01-30,2022-02-03,2022-02-12,2022-02-19,2022-02-21","2021-12-10,2022-01-12,2022-02-06,2022-02-14,2022-02-22",0.553832961,0.61501749,0.584425225,10,5,0.007302986,17349409.35,1.00E-06
EOH1070_merged_30min.parquet,1C1R1P1S,2021-2022,13/12/2021 00:00,25/01/2022 23:30,25/12/2021 00:00,23/02/2022 23:30,"2021-12-13,2021-12-18,2021-12-23,2021-12-30,2021-12-31,2022-01-02,2022-01-03,2022-01-11,2022-01-23,2022-01-25","2021-12-25,2022-01-22,2022-02-19,2022-02-21,2022-02-23",0.429970718,0.595929591,0.512950154,10,5,0.009440334,26996250.53,1.219149779
EOH1085_merged_30min.parquet,1C1R1P1S,2021-2022,13/12/2021 00:00,13/02/2022 23:30,11/12/2021 00:00,15/02/2022 23:30,"2021-12-13,2021-12-21,2022-01-08,2022-01-09,2022-01-16,2022-01-23,2022-02-05,2022-02-07,2022-02-09,2022-02-13","2021-12-11,2022-01-22,2022-01-25,2022-02-03,2022-02-15",0.571582033,0.50448611,0.538034072,10,5,0.003488266,46408939.17,4.846204124
EOH1092_merged_30min.parquet,1C1R1P1S,2021-2022,17/12/2021 00:00,31/01/2022 23:30,02/12/2021 00:00,13/01/2022 23:30,"2021-12-17,2021-12-23,2021-12-29,2021-12-30,2022-01-05,2022-01-14,2022-01-22,2022-01-26,2022-01-27,2022-01-31","2021-12-02,2021-12-04,2021-12-13,2021-12-25,2022-01-13",0.417612182,0.431384927,0.424498554,10,5,0.006089374,61954949.73,2.485182016
EOH1097_merged_30min.parquet,1C1R1P1S,2021-2022,21/12/2021 00:00,14/02/2022 23:30,08/12/2021 00:00,27/02/2022 23:30,"2021-12-21,2021-12-22,2022-01-06,2022-01-18,2022-01-23,2022-01-24,2022-02-02,2022-02-03,2022-02-13,2022-02-14","2021-12-08,2022-01-07,2022-02-11,2022-02-17,2022-02-27",0.505430003,0.712066679,0.608748341,10,5,0.006865295,17338430.04,1.00E-06
EOH1098_merged_30min.parquet,1C1R1P1S,2021-2022,04/12/2021 00:00,25/02/2022 23:30,10/12/2021 00:00,26/02/2022 23:30,"2021-12-04,2021-12-21,2021-12-29,2022-01-09,2022-01-11,2022-01-16,2022-01-20,2022-02-03,2022-02-19,2022-02-25","2021-12-10,2022-01-21,2022-01-22,2022-01-26,2022-02-26",0.822357929,0.92926038,0.875809155,10,5,0.011229337,7163541.835,0.505539192
EOH1103_merged_30min.parquet,1C1R1P1S,2021-2022,07/12/2021 00:00,22/02/2022 23:30,11/12/2021 00:00,24/02/2022 23:30,"2021-12-07,2021-12-16,2021-12-25,2021-12-30,2022-01-01,2022-01-06,2022-01-12,2022-01-31,2022-02-15,2022-02-22","2021-12-11,2021-12-22,2022-01-27,2022-02-21,2022-02-24",0.293971513,0.391358209,0.342664861,10,5,0.003763963,72892878.71,14.05404038
